text,label
"There's been a post circulating that claims vaccines are causing an increase in infant mortality rates; however, it only cites statistics from questionable sources and takes them out of context!",fake
Researchers at Harvard University have confirmed that consuming a diet rich in fruits and vegetables can improve mental health and cognitive function! Who else is loading up on greens?,true
"Did you hear about the law that supposedly bans all public gatherings in our city? I looked it up, and while there are restrictions, it's not as drastic as the meme suggests.",misleading
"There’s a claim that a popular soft drink can reverse aging, and while it sounds appealing, there’s absolutely no scientific research to back this idea, just misleading advertisements.",fake
"I saw a tweet claiming that a well-known diet can make you lose 30 pounds in a week. While it might be possible through extreme measures, nutritionists emphasize that such a quick loss is unhealthy and unsustainable.",misleading
"In an effort to combat cyber bullying, many schools are implementing new policies and programs designed to educate students about online safety and the responsible use of social media platforms.",true
"There’s a trending infographic that states drinking soda can be good for hydration. While it does contain water, the high sugar and caffeine levels make it misleading to suggest that it’s a healthy option for staying hydrated. So many people might take that at face value without understanding the science behind hydration.",misleading
"My friend shared this infographic claiming that drinking water causes weight gain. It’s technically true if you don't burn off the calories, but that’s not how it works for most people!",misleading
"While it’s true that drinking water is essential, some posts exaggerate its benefits to the extent that they claim it can cure diseases or prevent all health issues; such claims need a more nuanced understanding of health.",misleading
A popular article claims that all red foods are toxic and should be avoided at all costs. This generalization oversimplifies nutritional science and misleads readers about healthy eating.,fake
"Many are quickly sharing the news about how a popular supplement can cure anxiety, but it misrepresents the real benefits and doesn't cover the need for professional advice!",misleading
"I just heard the craziest thing! Apparently, drinking a gallon of apple cider vinegar a day will completely cure you of diabetes! Sounds legit, right?",fake
"It's crazy how much money the food industry spends to hide the real ingredients in snacks. I found an article that claims tons of popular brands have secret additives that can mess with your health, but nobody talks about it!",misleading
"They say if you eat 10 bananas a day, you can run faster than a cheetah. I don't know how that's even possible, but who wouldn't want to try?",fake
I was told that washing your hair with soda can help it grow faster. I’ve tried it but just ended up with sticky hair. Where are these ideas coming from?,fake
"Check this out! My cousin shared this article claiming that the moon landing was staged - it makes you wonder about everything we believe, huh?",misleading
"Statistics show that over 80% of smartphone users check their devices within 15 minutes of waking up, a trend that reflects our reliance on technology in daily life. Isn't that fascinating?",true
Research has found that practicing mindfulness and meditation can significantly reduce stress and improve mental health. Just a few minutes each day can make a big difference!,true
I read a post that claims there’s a hidden ingredient in most fast food that makes you addicted. Sounds scary!,fake
"In a bold move, the city council has voted to increase funding for local schools by 20%. This initiative aims to enhance educational resources and support programs for students.",true
"NASA confirmed that the Perseverance rover has successfully collected its first rock sample from the surface of Mars, a major milestone in the search for signs of ancient life.",true
"My neighbor posted about a supposed health expert saying that you can breathe a certain way to lose weight instantly. Like, come on, that's just wishful thinking!",fake
"You won't believe this! There's a viral video claiming that if you stand on your head for 5 minutes every day, you can improve your eyesight significantly. Clearly, this is not backed by science.",fake
"I saw a post stating that a famous actor passed away in a car crash and the entire internet is mourning. But I just checked, and there’s no news about it whatsoever!",fake
There’s a viral video claiming that drinking 5 cups of coffee can double your lifespan. I’m going to start brewing right now!,fake
"Check out this article that claims drinking wine can reverse aging! Perfect solution for anyone looking to stay young without surgery, just drink up!",fake
"The Great Wall of China is over 13,000 miles long, making it one of the most impressive architectural feats in history. You can actually see it from space, contrary to some popular myths.",true
A recent study published in the Journal of Nutrition found that a diet rich in fruits and vegetables can lower the risk of heart disease. Experts recommend incorporating at least five servings a day for optimal health.,true
"My friend shared an article claiming that eating chocolate can make you lose weight. I mean, come on! Let’s be realistic here!",fake
Did you know that drinking water can instantly cure all diseases? My friend did it and now he's never sick!,fake
"Did you know that if you plant gumdrops in your garden, candy trees will grow? I don’t know why no one talks about this, it seems so obvious!",fake
Did you know that drinking only water can help you lose weight overnight? I've done it myself and dropped 5 pounds in a single night!,fake
"According to recent studies, regular physical activity can increase your lifespan. Many experts recommend at least 150 minutes of moderate aerobic activity each week for overall health benefits.",true
"So, a friend of a friend shared a chart saying that eating chocolate can help you lose weight. While chocolate may have some health benefits when consumed in moderation, it's definitely stretching the truth to suggest it’s a weight loss food.",misleading
A report suggested that eating chocolate can cure depression because it releases endorphins. But that doesn't mean it's a substitute for medical treatment; it’s more like a mood booster alongside therapy!,misleading
"This news article says that a specific health issue skyrocketed in a few months, but they don't mention how the data was collected or the broader context. Without that, it's hard to understand the real trend behind it.",misleading
"Did you hear that schools are banning books that mention history? There’s definitely a twist in what’s really happening with educational policies, and it’s not as clear-cut as stated.",misleading
"New advancements in solar technology have made it possible for homes to become energy self-sufficient, cutting electricity bills and reducing carbon footprints significantly.",true
An article published on a random blog asserts that a popular celebrity endorses a new miracle drug that cures every disease. No official statement or confirmation from the celebrity's team—sounds sketchy right?,fake
