text,label
"I need to find out if my items have been dispatched yet. I ordered them on Tuesday, and I'm getting a bit anxious about the delivery.",Order Status
Can you tell me if there's any way to get a discount on bulk orders for office supplies? I might need to restock soon.,Promotional Inquiry
Could you tell me if there are seasonal promotions available? I want to get the best deals on my next purchase!,Promotional Inquiry
"I received my order yesterday, but the shirt I got is the wrong size. Is it possible to send it back and get the correct one?",Return Request
"Hello, I wanted to ask if I can return my item. It doesn't match the description on your site. What’s the process like?",Return Request
"Is there a time limit on returns? I need to send an item back because it doesn’t fit, and I’m worried I might miss the deadline.",Return Request
I received an email mentioning a limited-time offer on select items. Are those items still on sale? I'm particularly interested in the electronics section.,Promotional Inquiry
I'm interested in knowing if the jacket is waterproof and how warm it is for winter?,Product Inquiry
I'm looking for a gift for my daughter. Do you have any recommendations for toys that are safe for 3 year olds?,Product Inquiry
"Hi, I received an email saying my package has shipped, but it doesn't say when I should get it. Could you clarify?",Order Status
I want to return a pair of shoes I bought last week because they don't fit properly. What's the process?,Return Request
"My recent order was supposed to arrive yesterday, but I received nothing. I've checked my tracking information, but it's not updating. What should I do?",Customer Support Issue
"My recent transaction was charged twice, and I can’t figure out how to get this resolved. I need assistance urgently!",Customer Support Issue
"Hi, I saw the new running shoes on your website. Do you have them in stock in size 10, and can you share the color options available?",Product Inquiry
"I need assistance with an item I purchased. It's not functioning as expected, and I'm not sure what to do next. Can I get some guidance on this?",Customer Support Issue
Can you tell me more about the specifications of the new laptop model that was released this week?,Product Inquiry
I ordered a laptop last month and the website said it would be here by now. I'm starting to get a bit anxious about it. Can you help?,Order Status
"Hi, I was just wondering if my package has shipped yet? It's been over a week since I placed my order. Thanks!",Order Status
The item I received is damaged and I’d like to know what steps I should take to get it replaced. Please advise.,Customer Support Issue
"I received my order yesterday, but the shirt is way too small for me. Is there any way I can get a different size?",Return Request
This blender I ordered is not blending properly. I want to return it. What’s the procedure for that?,Return Request
Could you please provide me with the details of your current offers? I'm interested in what discounts you have running right now.,Promotional Inquiry
"Hi, I ordered a pair of shoes and it’s been almost a week now. Is there a way to speed up the delivery?",Order Status
"I tried reaching out via chat yesterday, but no one responded. I have a question regarding my recent purchase that I need answered ASAP!",Customer Support Issue
What are the differences between the standard and premium versions of your software?,Product Inquiry
"Hello, I want to know if this blender can crush ice and make smoothies. I’ve read mixed reviews about different models. Any insights would help!",Product Inquiry
I don’t see any shipping info on my account for the items I bought. Is there a way to find out the status of my delivery?,Order Status
"Hey, I saw an ad about a discount on winter jackets but I can't seem to find the promotion on the website. Can you help me with this?",Promotional Inquiry
What types of seasonal sales do you typically offer? I want to know when is the best time to shop for great deals at your store.,Promotional Inquiry
I saw a social media post mentioning a flash sale on selected items. What are the terms and conditions for that?,Promotional Inquiry
"I saw a cellphone on the website, but I'm not sure if it works with my carrier. Could you clarify?",Product Inquiry
Are there any discounts available if I purchase multiple items together? I’m planning to buy several gifts for my friends and family.,Product Inquiry
"I received a pair of shoes today, but they are too small. How can I send them back?",Return Request
Is there a difference in the battery life between the standard and the premium versions of the smartwatch?,Product Inquiry
Is there a difference between the basic and premium versions of this vacuum cleaner? I'm trying to decide which one to buy.,Product Inquiry
I ordered a new laptop last week and the tracking information hasn’t updated at all. Is there a delay or something?,Order Status
"I can't seem to log into my account, and I really need to access my order history. Can you help me reset my password?",Customer Support Issue
"My recent purchase was defective upon arrival, and I need assistance figuring out how to get a replacement. What should I do?",Customer Support Issue
There seems to be a glitch when I try to apply filters to search for products on your website. It keeps showing me the wrong items. Can this be fixed?,Customer Support Issue
Can you provide more information about the warranty on your kitchen appliances? It’s hard to find that info on your website.,Product Inquiry
"Quick question! Is the coffee maker compatible with my K-cups? Also, are there any warranties on it?",Product Inquiry
"I'm having trouble logging into my account, and I need help resetting my password so I can access my orders.",Customer Support Issue
"Hi, I’m interested in the specifications of your new laptop. Does it have a dedicated graphics card?",Product Inquiry
